Condition,HCUP_ORDER,GROUP_HCUP,DIAGNOSIS_CODE,SHORT_DESCRIPTION
DIABETES,50,Diabetes mellitus with complications,E1037X2,"Type 1 diab with diab mclr edema, resolved fol trtmt, l eye"
DIABETES,50,Diabetes mellitus with complications,E1037X3,"Type 1 diab with diab macular edema, resolved fol trtmt, bi"
DIABETES,50,Diabetes mellitus with complications,E1037X9,"Type 1 diab with diab mclr edema, resolved fol trtmt, unsp"
DIABETES,50,Diabetes mellitus with complications,E1039,Type 1 diabetes w oth diabetic ophthalmic complication
DIABETES,50,Diabetes mellitus with complications,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unsp"
DIABETES,50,Diabetes mellitus with complications,E1041,Type 1 diabetes mellitus with diabetic mononeuropathy
DIABETES,50,Diabetes mellitus with complications,E1042,Type 1 diabetes mellitus with diabetic polyneuropathy
DIABETES,50,Diabetes mellitus with complications,E1043,Type 1 diabetes w diabetic autonomic (poly)neuropathy
DIABETES,50,Diabetes mellitus with complications,E1044,Type 1 diabetes mellitus with diabetic amyotrophy
DIABETES,50,Diabetes mellitus with complications,E1049,Type 1 diabetes w oth diabetic neurological complication
DIABETES,50,Diabetes mellitus with complications,E1051,Type 1 diabetes w diabetic peripheral angiopath w/o gangrene
DIABETES,50,Diabetes mellitus with complications,E1052,Type 1 diabetes w diabetic peripheral angiopathy w gangrene
DIABETES,50,Diabetes mellitus with complications,E1059,Type 1 diabetes mellitus with oth circulatory complications
DIABETES,50,Diabetes mellitus with complications,E10610,Type 1 diabetes mellitus w diabetic neuropathic arthropathy
DIABETES,50,Diabetes mellitus with complications,E10618,Type 1 diabetes mellitus with other diabetic arthropathy
DIABETES,50,Diabetes mellitus with complications,E10620,Type 1 diabetes mellitus with diabetic dermatitis
DIABETES,50,Diabetes mellitus with complications,E10621,Type 1 diabetes mellitus with foot ulcer
DIABETES,50,Diabetes mellitus with complications,E10622,Type 1 diabetes mellitus with other skin ulcer
DIABETES,50,Diabetes mellitus with complications,E10628,Type 1 diabetes mellitus with other skin complications
DIABETES,50,Diabetes mellitus with complications,E10630,Type 1 diabetes mellitus with periodontal disease
DIABETES,50,Diabetes mellitus with complications,E10638,Type 1 diabetes mellitus with other oral complications
DIABETES,50,Diabetes mellitus with complications,E10641,Type 1 diabetes mellitus with hypoglycemia with coma
DIABETES,50,Diabetes mellitus with complications,E10649,Type 1 diabetes mellitus with hypoglycemia without coma
DIABETES,50,Diabetes mellitus with complications,E1065,Type 1 diabetes mellitus with hyperglycemia
DIABETES,50,Diabetes mellitus with complications,E1069,Type 1 diabetes mellitus with other specified complication
DIABETES,50,Diabetes mellitus with complications,E108,Type 1 diabetes mellitus with unspecified complications
DIABETES,50,Diabetes mellitus with complications,E1100,Type 2 diab w hyprosm w/o nonket hyprgly-hypros coma (NKHHC)
DIABETES,50,Diabetes mellitus with complications,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma
DIABETES,50,Diabetes mellitus with complications,E1110,Type 2 diabetes mellitus with ketoacidosis without coma
DIABETES,50,Diabetes mellitus with complications,E1111,Type 2 diabetes mellitus with ketoacidosis with coma
DIABETES,50,Diabetes mellitus with complications,E1121,Type 2 diabetes mellitus with diabetic nephropathy
DIABETES,50,Diabetes mellitus with complications,E1122,Type 2 diabetes mellitus w diabetic chronic kidney disease
DIABETES,50,Diabetes mellitus with complications,E1129,Type 2 diabetes mellitus w oth diabetic kidney complication
DIABETES,50,Diabetes mellitus with complications,E11311,Type 2 diabetes w unsp diabetic retinopathy w macular edema
DIABETES,50,Diabetes mellitus with complications,E11319,Type 2 diabetes w unsp diabetic rtnop w/o macular edema
DIABETES,50,Diabetes mellitus with complications,E11321,Type 2 diabetes mellitus with mild nonproliferative diabetic
DIABETES,50,Diabetes mellitus with complications,E113211,"Type 2 diab with mild nonp rtnop with macular edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113212,"Type 2 diab with mild nonp rtnop with macular edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113213,"Type 2 diabetes with mild nonp rtnop with macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113219,"Type 2 diab with mild nonp rtnop with macular edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E11329,Type 2 diabetes mellitus with mild nonproliferative diabetic
DIABETES,50,Diabetes mellitus with complications,E113291,"Type 2 diab with mild nonp rtnop without mclr edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113292,"Type 2 diab with mild nonp rtnop without mclr edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113293,"Type 2 diab with mild nonp rtnop without macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113299,"Type 2 diab with mild nonp rtnop without macular edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E11331,Type 2 diabetes mellitus with moderate nonproliferative diab
DIABETES,50,Diabetes mellitus with complications,E113311,"Type 2 diab with mod nonp rtnop with macular edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113312,"Type 2 diab with mod nonp rtnop with macular edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113313,"Type 2 diab with moderate nonp rtnop with macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113319,"Type 2 diab with mod nonp rtnop with macular edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E11339,Type 2 diabetes mellitus with moderate nonproliferative diab
DIABETES,50,Diabetes mellitus with complications,E113391,"Type 2 diab with mod nonp rtnop without macular edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113392,"Type 2 diab with mod nonp rtnop without macular edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113393,"Type 2 diab with mod nonp rtnop without macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113399,"Type 2 diab with mod nonp rtnop without macular edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E11341,Type 2 diabetes mellitus with severe nonproliferative diabet
DIABETES,50,Diabetes mellitus with complications,E113411,"Type 2 diab with severe nonp rtnop with macular edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113412,"Type 2 diab with severe nonp rtnop with macular edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113413,"Type 2 diab with severe nonp rtnop with macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113419,"Type 2 diab with severe nonp rtnop with macular edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E11349,Type 2 diabetes mellitus with severe nonproliferative diabet
DIABETES,50,Diabetes mellitus with complications,E113491,"Type 2 diab with severe nonp rtnop without mclr edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113492,"Type 2 diab with severe nonp rtnop without mclr edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113493,"Type 2 diab with severe nonp rtnop without macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113499,"Type 2 diab with severe nonp rtnop without mclr edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E11351,Type 2 diabetes mellitus with proliferative diabetic retinop
DIABETES,50,Diabetes mellitus with complications,E113511,"Type 2 diab with prolif diab rtnop with macular edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113512,"Type 2 diab with prolif diab rtnop with macular edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113513,"Type 2 diab with prolif diab rtnop with macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113519,"Type 2 diab with prolif diab rtnop with macular edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E113521,"Type 2 diab w prolif diab rtnop w trctn dtch macula, r eye"
DIABETES,50,Diabetes mellitus with complications,E113522,"Type 2 diab w prolif diab rtnop w trctn dtch macula, l eye"
DIABETES,50,Diabetes mellitus with complications,E113523,"Type 2 diab w prolif diab rtnop with trctn dtch macula, bi"
DIABETES,50,Diabetes mellitus with complications,E113529,"Type 2 diab w prolif diab rtnop with trctn dtch macula, unsp"
DIABETES,50,Diabetes mellitus with complications,E113531,"Type 2 diab w prolif diab rtnop w trctn dtch n-mcla, r eye"
DIABETES,50,Diabetes mellitus with complications,E113532,"Type 2 diab w prolif diab rtnop w trctn dtch n-mcla, l eye"
DIABETES,50,Diabetes mellitus with complications,E113533,"Type 2 diab w prolif diab rtnop with trctn dtch n-mcla, bi"
DIABETES,50,Diabetes mellitus with complications,E113539,"Type 2 diab w prolif diab rtnop with trctn dtch n-mcla, unsp"
DIABETES,50,Diabetes mellitus with complications,E113541,"Type 2 diab with prolif diab rtnop with comb detach, r eye"
DIABETES,50,Diabetes mellitus with complications,E113542,"Type 2 diab with prolif diab rtnop with comb detach, l eye"
DIABETES,50,Diabetes mellitus with complications,E113543,"Type 2 diab with prolif diabetic rtnop with comb detach, bi"
DIABETES,50,Diabetes mellitus with complications,E113549,"Type 2 diab with prolif diab rtnop with comb detach, unsp"
DIABETES,50,Diabetes mellitus with complications,E113551,"Type 2 diabetes with stable prolif diabetic rtnop, right eye"
DIABETES,50,Diabetes mellitus with complications,E113552,"Type 2 diabetes with stable prolif diabetic rtnop, left eye"
DIABETES,50,Diabetes mellitus with complications,E113553,"Type 2 diabetes with stable prolif diabetic rtnop, bilateral"
DIABETES,50,Diabetes mellitus with complications,E113559,"Type 2 diabetes with stable prolif diabetic rtnop, unsp"
DIABETES,50,Diabetes mellitus with complications,E11359,Type 2 diabetes mellitus with proliferative diabetic retinop
DIABETES,50,Diabetes mellitus with complications,E113591,"Type 2 diab with prolif diab rtnop without mclr edema, r eye"
DIABETES,50,Diabetes mellitus with complications,E113592,"Type 2 diab with prolif diab rtnop without mclr edema, l eye"
DIABETES,50,Diabetes mellitus with complications,E113593,"Type 2 diab with prolif diab rtnop without macular edema, bi"
DIABETES,50,Diabetes mellitus with complications,E113599,"Type 2 diab with prolif diab rtnop without mclr edema, unsp"
DIABETES,50,Diabetes mellitus with complications,E1136,Type 2 diabetes mellitus with diabetic cataract
DIABETES,50,Diabetes mellitus with complications,E1137X1,"Type 2 diab with diab mclr edema, resolved fol trtmt, r eye"
DIABETES,50,Diabetes mellitus with complications,E1137X2,"Type 2 diab with diab mclr edema, resolved fol trtmt, l eye"
DIABETES,50,Diabetes mellitus with complications,E1137X3,"Type 2 diab with diab macular edema, resolved fol trtmt, bi"
DIABETES,50,Diabetes mellitus with complications,E1137X9,"Type 2 diab with diab mclr edema, resolved fol trtmt, unsp"
DIABETES,50,Diabetes mellitus with complications,E1139,Type 2 diabetes w oth diabetic ophthalmic complication
DIABETES,50,Diabetes mellitus with complications,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unsp"
DIABETES,50,Diabetes mellitus with complications,E1141,Type 2 diabetes mellitus with diabetic mononeuropathy
DIABETES,50,Diabetes mellitus with complications,E1142,Type 2 diabetes mellitus with diabetic polyneuropathy
DIABETES,50,Diabetes mellitus with complications,E1143,Type 2 diabetes w diabetic autonomic (poly)neuropathy
DIABETES,50,Diabetes mellitus with complications,E1144,Type 2 diabetes mellitus with diabetic amyotrophy
DIABETES,50,Diabetes mellitus with complications,E1149,Type 2 diabetes w oth diabetic neurological complication
DIABETES,50,Diabetes mellitus with complications,E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene
DIABETES,50,Diabetes mellitus with complications,E1152,Type 2 diabetes w diabetic peripheral angiopathy w gangrene
DIABETES,50,Diabetes mellitus with complications,E1159,Type 2 diabetes mellitus with oth circulatory complications
DIABETES,50,Diabetes mellitus with complications,E11610,Type 2 diabetes mellitus w diabetic neuropathic arthropathy
DIABETES,50,Diabetes mellitus with complications,E11618,Type 2 diabetes mellitus with other diabetic arthropathy
DIABETES,50,Diabetes mellitus with complications,E11620,Type 2 diabetes mellitus with diabetic dermatitis
DIABETES,50,Diabetes mellitus with complications,E11621,Type 2 diabetes mellitus with foot ulcer
DIABETES,50,Diabetes mellitus with complications,E11622,Type 2 diabetes mellitus with other skin ulcer
DIABETES,50,Diabetes mellitus with complications,E11628,Type 2 diabetes mellitus with other skin complications
DIABETES,50,Diabetes mellitus with complications,E11630,Type 2 diabetes mellitus with periodontal disease
DIABETES,50,Diabetes mellitus with complications,E11638,Type 2 diabetes mellitus with other oral complications
DIABETES,50,Diabetes mellitus with complications,E11641,Type 2 diabetes mellitus with hypoglycemia with coma
DIABETES,50,Diabetes mellitus with complications,E11649,Type 2 diabetes mellitus with hypoglycemia without coma
DIABETES,50,Diabetes mellitus with complications,E1165,Type 2 diabetes mellitus with hyperglycemia
DIABETES,50,Diabetes mellitus with complications,E1169,Type 2 diabetes mellitus with other specified complication
DIABETES,50,Diabetes mellitus with complications,E118,Type 2 diabetes mellitus with unspecified complications
DIABETES,50,Diabetes mellitus with complications,E1300,Oth diab w hyprosm w/o nonket hyprgly-hypros coma (NKHHC)
DIABETES,50,Diabetes mellitus with complications,E1301,Oth diabetes mellitus with hyperosmolarity with coma
DIABETES,50,Diabetes mellitus with complications,E1310,Oth diabetes mellitus with ketoacidosis without coma
DIABETES,50,Diabetes mellitus with complications,E1311,Oth diabetes mellitus with ketoacidosis with coma
