DIAGNOSIS_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION,GROUP1,GROUP2,GROUP3,GROUP_HCUP_ID,GROUP_HCUP,HCUP_ORDER
86405,"Injury to liver without mention of open wound into cavity laceration, unspecified",Liver lacerat unspcf cls,INJURY AND POISONING,"INTERNAL INJURY OF CHEST, ABDOMEN, AND PELVIS",INJURY TO LIVER,234,Crushing injury or internal injury,222
86409,Other injury to liver without mention of open wound into cavity,Liver injury NEC-closed,INJURY AND POISONING,"INTERNAL INJURY OF CHEST, ABDOMEN, AND PELVIS",INJURY TO LIVER,234,Crushing injury or internal injury,222
86410,"Injury to liver with open wound into cavity, unspecified injury",Liver injury NOS-open,INJURY AND POISONING,"INTERNAL INJURY OF CHEST, ABDOMEN, AND PELVIS",INJURY TO LIVER,234,Crushing injury or internal injury,222
86411,"Injury to liver with open wound into cavity, hematoma and contusion",Liver hematom/contus-opn,INJURY AND POISONING,"INTERNAL INJURY OF CHEST, ABDOMEN, AND PELVIS",INJURY TO LIVER,234,Crushing injury or internal injury,222
86412,"Injury to liver with open wound into cavity, laceration, minor","Liver lacerat, minor-opn",INJURY AND POISONING,"INTERNAL INJURY OF CHEST, ABDOMEN, AND PELVIS",INJURY TO LIVER,234,Crushing injury or internal injury,222
86413,"Injury to liver with open wound into cavity, laceration, moderate","Liver lacerat, mod-open",INJURY AND POISONING,"INTERNAL INJURY OF CHEST, ABDOMEN, AND PELVIS",INJURY TO LIVER,234,Crushing injury or internal injury,222
87200,"Open wound of external ear, unspecified site, without mention of complication",Opn wound extern ear NOS,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87201,"Open wound of auricle, ear, without mention of complication",Open wound of auricle,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87202,"Open wound of auditory canal, without mention of complication",Opn wound auditory canal,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87210,"Open wound of external ear, unspecified site, complicated",Opn wnd ex ear NOS-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87211,"Open wound of auricle, ear, complicated",Open wound auricle-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87212,"Open wound of auditory canal, complicated",Open wnd aud canal-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87261,"Open wound of ear drum, without mention of complication",Open wound of ear drum,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87262,"Open wound of ossicles, without mention of complication",Open wound of ossicles,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87263,"Open wound of eustachian tube, without mention of complication",Open wnd eustachian tube,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87264,"Open wound of cochlea, without mention of complication",Open wound of cochlea,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87269,"Open wound of other and multiple sites of ear, without mention of complication",Open wound of ear NEC,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87271,"Open wound of ear drum, complicated",Open wnd ear drum-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87272,"Open wound of ossicles, complicated",Open wnd ossicles-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87273,"Open wound of eustachian tube, complicated",Opn wnd eustach tb-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87274,"Open wound of cochlea, complicated",Open wound cochlea-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
87279,"Open wound of other and multiple sites of ear, complicated",Open wound ear NEC-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
8728,"Open wound of ear, part unspecified, without mention of complication",Open wound of ear NOS,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
8729,"Open wound of ear, part unspecified, complicated",Open wound ear NOS-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF EAR,235,Open wounds of head; neck; and trunk,223
8730,"Open wound of scalp, without mention of complication",Open wound of scalp,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
8731,"Open wound of scalp, complicated",Open wound scalp-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87320,"Open wound of nose, unspecified site, without mention of complication",Open wound of nose NOS,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87321,"Open wound of nasal septum, without mention of complication",Open wound nasal septum,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87322,"Open wound of nasal cavity, without mention of complication",Open wound nasal cavity,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87323,"Open wound of nasal sinus, without mention of complication",Open wound nasal sinus,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87329,"Open wound of multiple sites of nose, without mention of complication",Mult open wound nose,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87330,"Open wound of nose, unspecified site, complicated",Open wnd nose NOS-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87331,"Open wound of nasal septum, complicated",Opn wnd nas septum-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87332,"Open wound of nasal cavity, complicated",Open wnd nasal cav-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87333,"Open wound of nasal sinus, complicated",Open wnd nas sinus-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87339,"Open wound of multiple sites of nose, complicated",Mult open wnd nose-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87340,"Open wound of face, unspecified site, without mention of complication",Open wound of face NOS,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87341,"Open wound of cheek, without mention of complication",Open wound of cheek,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87342,"Open wound of forehead, without mention of complication",Open wound of forehead,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87343,"Open wound of lip, without mention of complication",Open wound of lip,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87344,"Open wound of jaw, without mention of complication",Open wound of jaw,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87349,"Open wound of other and multiple sites of face, without mention of complication",Open wound of face NEC,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87350,"Open wound of face, unspecified site, complicated",Open wnd face NOS-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87351,"Open wound of cheek, complicated",Open wound cheek-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
86414,"Injury to liver with open wound into cavity, laceration, major","Liver lacerat, major-opn",INJURY AND POISONING,"INTERNAL INJURY OF CHEST, ABDOMEN, AND PELVIS",INJURY TO LIVER,234,Crushing injury or internal injury,222
87352,"Open wound of forehead, complicated",Open wnd forehead-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87353,"Open wound of lip, complicated",Open wound lip-complicat,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87354,"Open wound of jaw, complicated",Open wound jaw-complicat,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87359,"Open wound of other and multiple sites of face, complicated",Open wnd face NEC-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87360,"Open wound of mouth, unspecified site, without mention of complication",Open wound of mouth NOS,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87361,"Open wound of buccal mucosa, without mention of complication",Open wound buccal mucosa,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87362,"Open wound of gum (alveolar process), without mention of complication",Open wound of gum,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87363,"Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication",Broken tooth-uncomplic,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87364,"Open wound of tongue and floor of mouth, without mention of complication",Opn wnd tongue/mouth flr,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87365,"Open wound of palate, without mention of complication",Open wound of palate,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87369,"Open wound of other and multiple sites of mouth, without mention of complication",Open wound mouth NEC,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87370,"Open wound of mouth, unspecified site, complicated",Open wnd mouth NOS-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87371,"Open wound of buccal mucosa, complicated",Opn wnd buc mucosa-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87372,"Open wound of gum (alveolar process), complicated",Open wound gum-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87373,"Open wound of tooth (broken) (fractured) (due to trauma), complicated",Broken tooth-complicated,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87374,"Open wound of tongue and floor of mouth, complicated",Open wound tongue-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87375,"Open wound of palate, complicated",Open wound palate-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87379,"Open wound of other and multiple sites of mouth, complicated",Open wnd mouth NOS-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
8738,Other and unspecified open wound of head without mention of complication,Open wound of head NEC,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
8739,"Other and unspecified open wound of head, complicated",Open wnd head NEC-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OTHER OPEN WOUND OF HEAD,235,Open wounds of head; neck; and trunk,223
87400,"Open wound of larynx with trachea, without mention of complication",Opn wnd larynx w trachea,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
87401,"Open wound of larynx, without mention of complication",Open wound of larynx,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
87402,"Open wound of trachea, without mention of complication",Open wound of trachea,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
87410,"Open wound of larynx with trachea, complicated",Opn wnd lary w trac-comp,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
87411,"Open wound of larynx, complicated",Open wound larynx-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
87412,"Open wound of trachea, complicated",Open wound trachea-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
8742,"Open wound of thyroid gland, without mention of complication",Open wound thyroid gland,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
8743,"Open wound of thyroid gland, complicated",Open wound thyroid-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
8744,"Open wound of pharynx, without mention of complication",Open wound of pharynx,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
8745,"Open wound of pharynx, complicated",Open wound pharynx-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
8748,"Open wound of other and unspecified parts of neck, without mention of complication",Open wound of neck NEC,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
8749,"Open wound of other and unspecified parts of neck, complicated",Opn wound neck NEC-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF NECK,235,Open wounds of head; neck; and trunk,223
8750,"Open wound of chest (wall), without mention of complication",Open wound of chest,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF CHEST (WALL),235,Open wounds of head; neck; and trunk,223
8751,"Open wound of chest (wall), complicated",Open wound chest-compl,INJURY AND POISONING,"OPEN WOUND OF HEAD, NECK, AND TRUNK",OPEN WOUND OF CHEST (WALL),235,Open wounds of head; neck; and trunk,223
